Author,Book,Image,Year,Description,Buy,Book_old,file_number
Adriana Herrera,American Dreamer,"https://images-na.ssl-images-amazon.com/images/I/41goIIB389L._SX314_BO1,204,203,200_.jpg",2020,"No one ever said big dreams come easy

For Nesto Vasquez, moving his Afro-Caribbean food truck from New York City to the wilds of Upstate New York is a huge gamble. If it works? He'll be a big fish in a little pond. If it doesn't? He'll have to give up the hustle and return to the day job he hates. He's got six months to make it happen--the last thing he needs is a distraction.

Jude Fuller is proud of the life he's built on the banks of Cayuga Lake. He has a job he loves and good friends. It's safe. It's quiet. And it's damn lonely. Until he tries Ithaca's most-talked-about new lunch spot and works up the courage to flirt with the handsome owner. Soon he can't get enough--of Nesto's food or of Nesto. For the first time in his life, Jude can finally taste the kind of happiness that's always been just out of reach.

An opportunity too good to pass up could mean a way to stay together and an incredible future for them both... if Nesto can remember happiness isn't always measured by business success. And if Jude can overcome his past and trust his man will never let him down.",https://www.amazon.com/American-Dreamer-Dreamers-Adriana-Herrera/dp/1335006877,American dreamer,221
Adriana Herrera,American Love Story,https://m.media-amazon.com/images/I/41AY3KhzblL.jpg,2019,"No one should have to choose between love and justice.

Haitian-born professor and activist Patrice Denis is not here for anything that will veer him off the path he's worked so hard for. One particularly dangerous distraction: Easton Archer, the assistant district attorney who last summer gave Patrice some of the most intense nights of his life, and still makes him all but forget they're from two completely different worlds.

All-around golden boy Easton forged his own path to success, choosing public service over the comforts of his family's wealth. With local law enforcement unfairly targeting young men of color, and his career--and conscience--on the line, now is hardly the time to be thirsting after Patrice again. Even if their nights together have turned into so much more.

For the first time, Patrice is tempted to open up and embrace the happiness he's always denied himself. But as tensions between the community and the sheriff's office grow by the day, Easton's personal and professional lives collide. And when the issue at hand hits closer to home than either could imagine, they'll have to work to forge a path forward... together.",https://www.amazon.com/American-Love-Story-Dreamers-Book-ebook/dp/B07S8HH7LK/ref=sr_1_1?dchild=1&keywords=Adriana+Herrera+American+love+story&qid=1615933508&s=books&sr=1-1,American love story ,222
Adriana Herrera,American Sweetheart,https://m.media-amazon.com/images/I/51RJdJyI+tL.jpg,2020,"Juan Pablo Campos doesn't do regrets. He's living the dream as a physical therapist with his beloved New York Yankees. He has the best friends and family in the world and simply no time to dwell on what could've been.

Except when it comes to Priscilla, the childhood friend he's loved for what seems like forever.

New York City police detective Priscilla Gutierrez has never been afraid to go after what she wants. Second guessing herself isn't a thing she does. But lately, the once-clear vision she had for herself--her career, her relationships, her life--is no longer what she wants.

What she especially doesn't want is to be stuck on a private jet to the Dominican Republic with JuanPa, the one person who knows her better than anyone else.

By the end of a single week in paradise, the love/hate thing JuanPa and Pris have been doing for sixteen years has risen to epic proportions. No one can argue their connection is still there. And they can both finally admit--if only to themselves--they've always been a perfect match. The future they dreamed of together is still within reach...if they can just accept each other as they are.",https://www.amazon.com/American-Sweethearts-Dreamers-Book-4-ebook/dp/B07WHSKR2L/ref=sr_1_1?dchild=1&keywords=Adriana+Herrera+American+sweetheart&qid=1615933710&s=books&sr=1-1,American sweetheart,223
Adriana Herrera,Finding Joy,https://m.media-amazon.com/images/I/416M8GuOj3L.jpg,2020,"As his twenty-sixth birthday approaches, Desta Joy Walker finds himself in Addis Ababa, Ethiopia, the one place he's been actively avoiding most of his life. For Desta, the East African capital encompasses some of the happiest and saddest parts of his life--his first home and the place where his father died. When an unavoidable work obligation lands him there for twelve weeks, he may finally have a chance for the closure he so desperately needs. What Desta never expected was to catch a glimpse of his future as he reconnects with the beautiful country and his family's past.

Elias Fikru has never met an opportunity he hasn't seized. Except, of course, for the life-changing one, he's stubbornly ignored for the past nine months. He'd be a fool not to accept the chance to pursue his doctoral studies in the U.S., but saying yes means leaving his homeland, and Elias isn't ready to make that commitment.

Meeting Desta, the Dominican-American emergency relief worker with the easy smile and sad eyes, makes Elias want things he's never envisioned for himself. Rediscovering his country through Desta's eyes emboldens Elias to reach for a future where he can be open about every part of himself. But when something threatens the future that's within their grasp, Elias and Desta must put it all on the line for love.",https://www.amazon.com/Finding-Joy-Romance-Adriana-Herrera-ebook/dp/B085TRV833/ref=sr_1_1?dchild=1&keywords=Adriana+Herrera+finding+joy&qid=1615933968&s=books&sr=1-1,Finding joy,224
Adriana Herrera,Here to Stay,https://m.media-amazon.com/images/I/51ZN1hKljEL.jpg,2020,"Starting over is more about who you're with than where you live...

Julia del Mar Ortiz is not having the best year.

She moved to Dallas with her boyfriend, who ended up ditching her and running back to New York after only a few weeks. Left with a massive-- by NYC standards, anyway--apartment and a car lease in the scorching Texas heat, Julia is struggling... except that's not completely true. Running the charitable foundation of one of the most iconic high fashion department stores in the world is serious #lifegoals.

It's more than enough to make her want to stick it out down South.

The only monkey wrench in Julia's plans is the blue-eyed, smart-mouthed consultant the store hired to take them public. Fellow New Yorker Rocco Quinn's first order of business? Putting Julia's job on the chopping block.

When Julia is tasked with making sure Rocco sees how valuable the programs she runs are, she's caught between a rock and a very hard set of abs. Because Rocco Quinn is almost impossible to hate--and even harder to resist.",https://www.amazon.com/Here-Stay-Adriana-Herrera-ebook/dp/B086R2QY77/ref=sr_1_1?dchild=1&keywords=adriana+herrera+here+to+stay&qid=1615934192&s=books&sr=1-1,Here to stay ,225
Adriana Herrera,Mangoes and Mistletoe: A Foddie Holiday Novella,https://m.media-amazon.com/images/I/41QXe1o8TuL.jpg,2019,"Kiskeya Burgos left the tropical beaches of the Dominican Republic with a lot to prove. As a pastry chef on the come up, when she arrives in Scotland, she has one goal in mind: win the Holiday Baking Challenge. Winning is her opportunity to prove to her family, her former boss, and most importantly herself, she can make it in the culinary world. Kiskeya will stop at nothing to win, that is, if she can keep her eyes on the prize and off her infuriating teammate's perfect lips.

Sully Morales, home cooking hustler, and self-proclaimed baking brujita lands in Scotland on a quest to find her purpose after spending years as her family's caregiver. But now, with her home life back on track, it's time for Sully to get reacquainted with her greatest love, baking. Winning the Holiday Baking Challenge is a no brainer if she can convince her grumpy AF baking partner that they make a great team both in and out of the kitchen before an unexpected betrayal ends their chance to attain culinary competition glory.",https://www.amazon.com/Mangos-Mistletoe-Foodie-Holiday-Novella-ebook/dp/B081135L42/ref=sr_1_1?dchild=1&keywords=adriana+herrera+mangoes+and+mistletoe&qid=1615934091&s=books&sr=1-1,Mangoes and misteltoes,226
Adrianne Byrd,Body Heat,https://m.media-amazon.com/images/I/51Y8c6LleyL.jpg,2010,"Nikki Jamison didn't know being a playwright in New York would end up like this. After a few financial and creative flops, she's determined to put her Broadway dreams behind her. Recalling a friend's story about an empty villa in St. Lucia, Nikki decides that it's the perfect place to recover-- in luxury! But when the home owner shows up unexpectedly, Nikki's little white lie leads to an out-of-control marital charade.

Hylan Dawson is married. Only problem is he doesn't know it. When Hylan takes off for his vacation home, his plan is to get a little R & R... maybe indulge in a summer fling. But as soon as he arrives on the island, the locals begin congratulating him on his recent nuptials. Hylan feels for his sexy wife, even if she is an impostor. Are the ""newlyweds"" falling into a bed of sizzling summer seduction--or marching toward a lifetime of wedded bliss?",https://www.amazon.com/Body-Heat-Hearts-at-Play-Getaway-Book-ebook/dp/B003SX15EQ/ref=sr_1_1?dchild=1&keywords=Adrianne+Byrd+Body+Heat&qid=1615934325&s=books&sr=1-1,Body Heat,8
Adrianne Byrd,Comfort of a Man,https://m.media-amazon.com/images/I/41vXJAn3+SL.jpg,2018,"She wants a little comfort...

At thirty-eight, Brooklyn Douglas has her hands full raising a teenage son and running her own business. What she doesn't need is everybody and their mother trying to hook her up with a 'good man.' The last 'good man' Brooklyn was with turned into a no-good husband, who left her for another woman. Can't she just have a mind-blowing love affair with no strings attached? Somebody like the handsome, broad-shouldered brother at the bar...

He's looking for a lot more

As a successful businessman, Isaiah Washington is used to going after what he wants, and what he wants is Brooklyn. Too bad the lady isn't extending any invitations. But when fate lands Isaiah in Atlanta for the summer, he's ready to do whatever it takes--from slow kisses to showing up when it counts--in order to melt her heart. Because when it comes to real love, there's no such thing as a perfect man. But there is such a thing as the right one...",https://www.amazon.com/Comfort-Man-Adrianne-Byrd-ebook/dp/B07DJ4DTMR/ref=sr_1_1?dchild=1&keywords=Adrianne+Byrd+Comfort+of+a+Man&qid=1615939119&s=books&sr=1-1,Comfort of a man,9
Adrianne Byrd,Her Lover's Legacy,https://m.media-amazon.com/images/I/51QRhQpBffL._SY346_.jpg,2008,"Heir-apparent Malcolm Braddock may be the sexiest community activist under the Houston sun, but clearly he's met his match in Gloria Kingsley, the late senator Harmon Braddock's strikingly beautiful executive assistant. Both were recently spotted in a limo in a very...um...compromising position, and it appears Ms. Kingsley is influencing more than the brooding, lone-wolf bachelor's normally conservative sense of fashion (when she lets him stay dressed, of course!). We can conclude that Gloria is on a mission to make No-Commitments-Malcolm her Mr. Right. But with rumors flying about Senator Braddockand a few dirty little secrets that didn't die with himcan she get Malcolm to secure his father's mantle as well?",https://www.amazon.com/gp/product/0373860765/ref=x_gr_w_bb_glide_sout?ie=UTF8&tag=x_gr_w_bb_glide_sout-20&linkCode=as2&camp=1789&creative=9325&creativeASIN=0373860765&SubscriptionId=1MGPYB6YW3HWK55XCGG2,Her lovers legacy,10
Adrianne Byrd,King's Promise,https://m.media-amazon.com/images/I/513jNJ9q8EL._AC_UY218_.jpg,2011,"The sexy King brothers own a successful bachelor-party-planning business and a string of upscale clubs across the country. What could be better than living the single life in some of the world's most glamorous cities? Finding a woman worth giving it up for... A promise of ecstasy... Bartender Cheryl Shepherd has just done the unthinkableshe has shot down Xavier King. Repeatedly. Now the handsome club owner is on a mission to seduce her. And when he finally succeeds, he's blown away by their wild chemistry. For a notorious player, a sexy, confident woman like Cheryl is a risky proposition. Xavier has no idea how right he is. An undercover cop, Cheryl is really investigating alleged criminal activity in his club. Yet every time she's alone with her boss, Cheryl starts to lose her head along with all her inhibitions. But when the case grows dangerous, can Xavier be trusted with her heart...and her life?",https://www.amazon.com/Kings-Promise-House-Adrianne-Byrd-ebook/dp/B004Z2I54C/ref=sr_1_2?dchild=1&keywords=King%27s+Promise+Adrianne+Byrd&qid=1615771502&s=books&sr=1-2,King's promise,11
Adrianne Byrd,Love Takes Time,https://m.media-amazon.com/images/I/71qQy-6Sp2L._AC_UY218_.jpg,2009,"All her life, Alyssa Jansen has loved handsome, wealthy Quentin Dwayne Hinton - a man who barely knows she exists. Now, after years away in France, Alyssa's back, and suddenly Q is seeing her in a whole new light. The surprising thing is, so is his brother Sterling...
 
 Sterling is stunned by the sexy, smart career woman Alyssa has become, and by his desire to protect her from his irresponsible brother. Platonic friendship turns into a deep, passionate affair that leaves them both feeling confused and guilty. And when Q decides he wants Alyssa after all, she'll have to choose between a fairy tale come true and a new, unexpected love...",https://www.amazon.com/Love-Takes-Time-Hinton-Bros/dp/037383117X/ref=sr_1_1?dchild=1&keywords=Love+Takes+Time+Adrianne+Byrd&qid=1615773430&s=books&sr=1-1,Love takes time ,12
Adrianne Byrd,Measure of a Man,https://m.media-amazon.com/images/I/81S7+4kGODL._AC_UY218_.jpg,2012,"Peyton's baby brother, Francis Adamsnicknamed Flexmeans the world to her. And when he decides to move from California to Atlanta after a bad breakup with his lover, the entire family is upset. The only consolation is the news that Flex has found a new man in fellow firefighter Lincoln Carver. Flex hasn't been entirely truthfulLincoln, who is straight, doesn't know the new firefighter is gay. And when fate brings Peyton and Lincoln together under unusual circumstances, sparks begin to fly. But when Lincoln is invited to a family wedding, will his relationship with Peyton be undermined once the truth is revealed?",https://www.amazon.com/Measure-Adams-Sisters-Adrianne-Byrd/dp/0373534841/ref=sr_1_1?dchild=1&keywords=Measure+of+a+Man+Adrianne+Byrd&qid=1615771619&s=books&sr=1-1,Measure of a man ,13
Adrianne Byrd,My Only Desire,https://m.media-amazon.com/images/I/51cAbsnXSAL._AC_UY218_.jpg,2011,"Kappa Psi Kappa brother Taariq Bryson loves the single life. So when his frat brother sets him up on a date with his sister-in-law Anna Jacobs, Taariq figures it will be just another notch on his freewheeling playboy belt. But the two prove to be a stormy combination, that is until they're stranded together and share a night of explosive passion.
 
 Anna's track record with men is a disaster. And her blind date with sexy, arrogant Taariq Bryson tops the list. So when they're isolated in a remote cabin, Anna prepares for the worst. Instead, the sexual sparks fly... but it's more than body heat that keeps this unlikely pair coming back for more. Can their combustible, passionate affair ignite a real love match?",https://www.amazon.com/Only-Desire-Kimani-Hotties-Book-ebook/dp/B004R1Q96M/ref=sr_1_1?dchild=1&keywords=My+Only+Desire+Adrianne+Byrd&qid=1615776828&s=digital-text&sr=1-1,My only desire,14
Adrianne Byrd,She's My Baby,https://m.media-amazon.com/images/I/51Lk0kShIZL.jpg,2014,"No husband, no boyfriend, no pets and definitely no children...

These were the 'rules' that took magazine CEO Leila Owens to the top. Always in charge, in control, she was never rattled. Until she finds a baby in her kitchen on Christmas--and a sexy neighbor wearing next to nothing knocking at her front door...

Garrick Grayson didn't know whom to comfort first, the howling infant or the career diva without a clue. But with a little help, Leila's soon juggling bottles, naps and meetings, while Garrick is falling for adorable Emmaand gorgeous, feisty, maternally challenged Leila. Garrick had sworn off women married to their jobs; Leila had sworn off everything else. So why, when they were together, did things feel so... right?",https://www.amazon.com/Shes-My-Baby-Kimani-Romance-ebook/dp/B00NSE38T0/ref=sr_1_2?dchild=1&keywords=Adrianne+Byrd+She%27s+My+Baby&qid=1615939518&s=books&sr=1-2,Shes my baby,7
Adrianne Byrd,Sinful Chocolate,https://m.media-amazon.com/images/I/21hIkfbeIBL._AC_UY218_.jpg,2008,"Charlie Masters, playa extraordinaire, has no plans to change his heartbreaker ways. Then some bad news from his doctor gives him pause for regret... and six months to make things right with all the women he's wronged.
 
 Most don't believe him; a few are cooking up revenge; and one has a knockout sister offering him a taste of heaven.
 
 Gisella Jacobs is busy launching her new shop, Sinful Chocolate, when delectable Charlie knocks at her door. Her friends warn that he's trouble, but his kiss is richer than her finest Belgian cocoa, his touch as velvety smooth as her lightest truffle. And when something so wrong feels so right... how can a woman resist?",https://www.amazon.com/Sinful-Chocolate-Kappa-Psi-Book-ebook/dp/B001OERNJC/ref=sr_1_1?dchild=1&keywords=Sinful+Chocolate+Adrianne+Byrd&qid=1615775578&s=books&sr=1-1,Sinful chocolate,15
Adrianne Byrd,Surrender to Love,https://m.media-amazon.com/images/I/71x1NqoFVyL._AC_UY218_.jpg,2010,"Julia Kelley's abusive husband has been murdered... and she's afraid she might be next. Penniless, she hits the road with her six-year-old daughter only to have her car give out in the middle of a small town. Julia's sure her luck has turned from bad to worse... until handsome mechanic Carson Webber comes to her rescue.
 
 Carson suspects that a broken-down car is the least of Julia's problems, and he knows he could help her with whatever is troubling her - if she wasn't in such a hurry to leave. He's also convinced that with a little bit of stalling as he repairs her car -and a whole lot of tenderness -he just might find a way to win her trust... and her love.",https://www.amazon.com/Surrender-Love-Arabesque-Adrianne-Byrd/dp/0373831803/ref=sr_1_1?dchild=1&keywords=Surrender+to+Love+Adrianne+Byrd&qid=1615773498&s=books&sr=1-1,Surrender to love,16
Adrianne Byrd,Tender to His Touch,https://m.media-amazon.com/images/I/514tDKTgDFL._AC_UY218_.jpg,2009,"Hollington Homecoming Queen Beverly Turner is pulling out all the stops for her ten-year reunion. The trendy designer's first order of business is to let loose and have some fun. And her wish just might come true when she meets Lucius Gray. The hunky, high-powered Atlanta attorney is looking for the same thing she is: a sexy fling with no strings.
 
 Lucius needs a time-out from his workaholic life, and the chic, sensual designer more than fits the bill. Like Beverly, the single father has been burned by love. But Beverly is arousing feelings that are making him long to turn their sizzling affair into a lifetime of passion. If she'll let him, he'll give her the happy ending she deserves and prove to this unforgettable woman that there is life--and love--after college...",https://www.amazon.com/Tender-Touch-Hollington-Homecoming-Book-ebook/dp/B002WEPEMQ/ref=sr_1_1?dchild=1&keywords=Tender+to+His+Touch+Adrianne+Byrd&qid=1615775521&s=books&sr=1-1,Tender to his touch,17
Adrianne Byrd,The Beautiful Ones,https://m.media-amazon.com/images/I/514-763WPrL.jpg,2018,"Love in Plain Sight...

In a sequel to Unforgettable, successful businesswoman Ophelia Missler has never had time to look for Mr. Right--much less find him. Now she's engaged to wealthy businessman Jonas Hinton and is about to have the wedding of her dreams. But for some reason, she can't stop thinking about her longtime best friend, Solomon Bassett. She never suspected that Solomon has secretly adored her for years, and has been unable to tell her how he really feels. Now, with their friendship and future in the balance, Solomon and Ophelia will have to listen to their hearts and dare to follow, if they are ever going to discover an everlasting love.",https://www.amazon.com/Beautiful-Ones-Unforgettable-Hinton-ebook/dp/B07BFV36HB/ref=sr_1_1?dchild=1&keywords=Adrianne+Byrd+The+beautiful+ones&qid=1615939664&s=books&sr=1-1,The beautiful ones,18
Adrianne Byrd,When You Were Mine,https://m.media-amazon.com/images/I/51oHZpk-rML.jpg,2011,"Sometimes what you think you want...

Screenwriter Joey Adams is sure her boyfriend--plastic surgeon Laurence Benson-is about to propose. But when he confesses that he has fallen in love with a leggy, silicone-stuffed model-actress, Joey is devastated. The worst part is having to explain to her family that she's been dumped at the surprise engagement party thrown by her sisters. Determined to win back her man, she concocts a plan with the help of an unlikely ally.

Director Ryan Donovan is shooting a big-budget movie in Milan that will establish him as a major filmmaker. But when he spies Joey Adams in Italy and recalls their memorable encounter in L.A.--he agree to help her try to make her ex-boyfriend jealous. But will the ruse turn out to be just a charade, or the real thing.",https://www.amazon.com/When-Were-Mine-Adams-Sisters-ebook/dp/B005LO4OFC/ref=sr_1_1?dchild=1&keywords=Adrianne+Byrd+When+you+were+mine&qid=1615939759&s=books&sr=1-1,When you were mine,19
Alexa Martin,Blitzed,https://m.media-amazon.com/images/I/41Kgzq820UL.jpg,2019,"Maxwell Lewis has to make the play of his life in order to breach the woman of his dream's defenses in this new football romance from the author of Fumbled.

Brynn Larson owes a lot to reality television and professional athletes. Her bar hit new heights of success after becoming a local haunt for the Denver Mustangs players and their WAGs. But although she's grateful, that doesn't mean she's crazy. And that's exactly what she would be to ever consider dating a professional athlete. Even if it's Maxwell Lewis, whose shy smile makes her wonder what going on behind those beautiful brown eyes.

Maxwell knew from the moment he met Brynn that she was going to change his life. It was only a matter of time. But when he finally makes a move, fate conspires against him and everything goes wrong. Now he has to show her that their potential is real. Too bad for him, Brynn isn't fooled by his glamorous NFL life, and when ghosts from both their pasts make a sudden reappearance, she must decide who she can trust. But when the person she's most afraid of is herself, navigating life's tackles is harder than anticipated.",https://www.amazon.com/Blitzed-Playbook-Book-Alexa-Martin-ebook/dp/B07PR7GG23/ref=sr_1_3?dchild=1&keywords=Alexa+Martin+Blitzed&qid=1615939871&s=books&sr=1-3,Blitzed,217
Alexa Martin,Fumbled,https://m.media-amazon.com/images/I/41QPClEf5mL.jpg,2019,"A second chance doesn't guarantee a touchdown in this new contemporary romance from the author of Intercepted.

Single-mother Poppy Patterson moved across the country when she was sixteen and pregnant to find a new normal. After years of hard work, she's built a life she loves. It may include a job at a nightclub, weekend soccer games, and more stretch marks than she anticipated, but it's all hers, and nobody can take that away. Well, except for one person.

T.K. Moore, the starting wide receiver for the Denver Mustangs, dreamt his entire life about being in the NFL. His world is football, parties, and women. Maybe at one point he thought his future would play out with his high school sweetheart by his side, but Poppy is long gone and he's moved on.

When Poppy and TK cross paths in the most unlikely of places, emotions they've suppressed for years come rushing back. But with all the secrets they never told each other lying between them, they'll need more than a dating playbook to help them navigate their relationship.",https://www.amazon.com/Fumbled-Playbook-Book-Alexa-Martin-ebook/dp/B07F5Y8684/ref=sr_1_1?dchild=1&keywords=Alexa+Martin+Fumbled&qid=1615939934&s=books&sr=1-1,Fumbled,218
Alexa Martin,Intercepted,https://m.media-amazon.com/images/I/51oN1Oz4ZyL.jpg,2018,"Marlee thought she scored the man of her dreams only to be scorched by a bad breakup. But there's a new player on the horizon, and he's in a league of his own...

Marlee Harper is the perfect girlfriend. She's definitely had enough practice by dating her NFL-star boyfriend for the last ten years. But when she discovers he has been tackling other women on the sly, she vows to never date an athlete again. There's just one problem: Gavin Pope, the new hotshot quarterback and a fling from the past, has Marlee in his sights.

Gavin fights to show Marlee he's nothing like her ex. Unfortunately, not everyone is ready to let her escape her past. The team's wives, who never led the welcome wagon, are not happy with Marlee's return. They have only one thing on their minds: taking her down. But when the gossip makes Marlee public enemy number one, she worries about more than just her reputation.

Between their own fumbles and the wicked wives, it will take a Hail Mary for Marlee and Gavin's relationship to survive the season.",https://www.amazon.com/Intercepted-Playbook-Book-Alexa-Martin-ebook/dp/B0782XFG6L/ref=sr_1_1?dchild=1&keywords=Alexa+Martin+Intercepted&qid=1615940687&s=books&sr=1-1,Intercepted,219
Alexa Martin,Snapped,https://m.media-amazon.com/images/I/41Zfh14eATL.jpg,2020,"With the stakes this high, it's no longer just a game for the Mustang's quarterback in this romance by the author of Blitzed.

Elliot Reed is living her best life--or pretending to. She owes it to her dad's memory to be happy and make the most of her new job as Strategic Communications Manager for the Denver Mustangs. Things are going well until star quarterback Quinton Howard Jr. decides to use the field as his stage and takes a knee during the national anthem.

As the son of a former professional athlete, Quinton knows the good, the bad, and the ugly about football. He's worked his entire life to gain recognition in the sport, and now that he has it, he's not about to waste his chance to change the league for better. Not even the brilliant but infuriating Elliot, who the Mustangs assign to manage him, will get Quinton back in line.

A rocky initial meeting leads to more tension between Quinton and Elliot. But as her new job forces them to spend time together, Elliot realizes they may have more in common than she could've imagined. With her job and his integrity on the line, this is one coin toss that nobody can win.",https://www.amazon.com/Snapped-Playbook-Book-Alexa-Martin-ebook/dp/B084786PTF/ref=sr_1_1?dchild=1&keywords=Alexa+Martin+Snapped&qid=1615940747&s=books&sr=1-1,Snapped,220
Alexandria House,Be With Me,https://m.media-amazon.com/images/I/51-cf3i7aPL.jpg,2019,"Former career student Nicole Strickland is smart, spoiled, loud, irreverent, and flagrantly promiscuous. Her greatest desire is to live a life of leisure, and Attorney Travis McClure is just the man to make her dreams come true.

Entrepreneur Damon Davis is Nicole's best friend, has been since they crossed paths in second grade, and has loved her for as long as he's known her. And the truth of the matter is, Nicole cares for him, too. There's not much Damon doesn't know about Nicole and he accepts her, all of her, as is. The only thing keeping these two apart is a past hurt Nicole can't seem to let go of. Oh, and her engagement to Travis.

Damon wants his rightful place in her heart.

Nicole wants to protect her heart from the only man with the power to break it.

In the end, will Nicole give Damon what he's craved his whole life, the chance to be with her?

Contains mature themes.",https://www.amazon.com/Be-with-Me-Alexandria-House-audiobook/dp/B07RLQCPQT/ref=sr_1_1?dchild=1&keywords=Alexandria+House+Be+With+Me&qid=1615940829&s=books&sr=1-1,Be with me ,308
Alexandria House,Believe in Me,https://m.media-amazon.com/images/I/51ojxsjOQOL.jpg,2017,"More than a year after leaving her unfaithful husband, Renee Mattison is ready to move on, but how can she move on from someone who refuses to let go?

Lorenzo Higgs is handsome and magnetic with a past that would send most women running, not to mention a little emotional baggage. Renee knows she should be afraid of Lorenzo, but the only thing that frightens her is the possibility of another broken heart.

The two share an electric attraction and a smoldering chemistry, but will they learn to truly believe in each other enough to build a lasting love?",https://www.amazon.com/Believe-in-Me-Alexandria-House-audiobook/dp/B07NSMRB4T/ref=sr_1_1?dchild=1&keywords=Alexandria+House+Believe+in+Me&qid=1615940891&s=audible&sr=1-1,Believe in me,309
Alexandria House,Higher Love,https://m.media-amazon.com/images/I/515nkoL5MKL.jpg,2016,"Popular travel blogger, Greer Kennedy, is living the good life with a successful career and equally as successful fianc until one phone call from a friend opens her eyes to the truth of her relationship. Tall, handsome, and successful in his own right, Derek Hill is dealing with some serious relationship problems as well. When their paths cross, they mutually, but unofficially, decide to share a nightor three or fourof anonymous pleasure. Will they end up experiencing much more than either of them bargained for?",https://www.amazon.com/Higher-Love-After-Book-ebook/dp/B01NAB1HM1/ref=sr_1_3?dchild=1&keywords=Higher+Love&qid=1615770403&s=books&sr=1-3,Higher love,310
Alexandria House,Let Me Hold You,https://m.media-amazon.com/images/I/91CMQ167npL._AC_UY218_.jpg,2018,"NBA player, Leland McClain, the baby of the McClain family, is tall, handsome, talented...and spoiled. He's a man who gets what he wants, and what he wants is the lovely Kimberly Hampton. Kim Hampton is the director of a community center, a woman who lives to help others while trying to forget a troubling past. As far as she's concerned, a relationship with any man is a horrible idea. But a relationship with Leland McClain? That's just out of the question. He has to have her. She is undeniably attracted to him. But will she lower her guard and let him hold her?",https://www.amazon.com/Let-Hold-McClain-Brothers-Book-ebook/dp/B07DNP5XSW/ref=sr_1_2?dchild=1&keywords=Let+Me+Hold+You&qid=1615771175&s=books&sr=1-2,Let me hold you,311
Alexandria House,Let Me Love You,https://m.media-amazon.com/images/I/81gVtyMBX2L._AC_UY218_.jpg,2018,"Trying to put past hurts behind you is hard when your ex is a fool, but buoyed by child support and alimony, Jo Walker is moving forward with her life, pursuing a career, raising her little girl, and trying to live in peace. She believes she has all the bases covered in her world. But what about her heart?
 
 Rap legend Everett ""Big South"" McClain is divorced, too, knows all about failed relationships, and has relegated his love life to casual connections rather than pursuing something real. That is, until he lays eyes on Jo.
 
 She's exactly what he never knew he needed.
 
 He's what's been missing from her world.
 
 Will she accept what he has to offer and let him love her?
 
 ***This novel contains profanity and sexual content. If you do not like those elements in your romantic reads, this is not the book for you***",https://www.amazon.com/Let-Love-McClain-Brothers-Book-ebook/dp/B079N5T99H/ref=sr_1_1?dchild=1&keywords=Let+Me+Love+You+Alexandria+House&qid=1615772994&s=books&sr=1-1,Let me love you,312
Alexandria House,Let Me Please You,https://m.media-amazon.com/images/I/81dYuOZR+ZL._AC_UY218_.jpg,2019,"She's the only sister in a family of alpha males. Loved, treasured, and sheltered by her brothers, Kat McClain is working to heal the pain of a failed marriage to a man she loved from her teenage years and move on with her life, but she's a woman, she has needs, and she is understandably lonely.
 
 Tommy Kirby has protected her brother since he was barely a man and has been a silent staple in the McClain family for just as long. He loves his job and his life, is loyal to his employer, but more than anything, he wants a family of his own.
 
 Perhaps these two are exactly what the other desires.
 
 *** This is a novella that takes place during the same time as Let Me Show You, book 3 of the McClain Brothers series and is best read after reading that book. ***
 
 Contains mature content.",https://www.amazon.com/Let-Me-Please-You-Brothers-ebook/dp/B07P976DP9/ref=sr_1_1?dchild=1&keywords=Let+Me+Please+You+Alexandria+House&qid=1615771909&s=books&sr=1-1,Let me please you,313
Alexandria House,Made to Love,https://m.media-amazon.com/images/I/A1nBsFNC4RL._AC_UY218_.jpg,2017,"A year after a messy break-up with her stripper ex-boyfriend, seamstress, Trevia McCall, is still feeling the after-effects of his betrayal... and their mind-numbing sex life. She's done with him, but her subconscious mind and body haven't gotten the memo.
 
 Spoken word artist, Nyles Adams, is the kind of man Trevia loves to love--handsome, talented, and cocky as hell. But as far as she's concerned, he's everything she wants and nothing that she needs.
 
 Could it be possible that Trevia and Nyles were made to love each other?",https://www.amazon.com/Made-Love-After-Book-ebook/dp/B01N16TP7O/ref=sr_1_2?dchild=1&keywords=Made+to+Love+Alexandria+House&qid=1615776456&s=digital-text&sr=1-2,Made to love,314
Alexandria House,Stay With Me,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.
 
 Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...
 
 When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1,Stay with me,315
